create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.genome_version,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-04-30 21:50:04.609068,slurm_normal,1462053126.0,0,,1.0,main_w1_handler0,2225081,12702985,False,,6906199.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""WS241""",32.0,,29970253.0,1462053030.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.0.0,4.0.0,,2016-04-30 21:52:09.613378,60367.0,96.0
2016-04-30 22:10:11.167321,slurm_normal,1462054336.0,0,,1.0,main_w2_handler0,2225081,12704466,False,,6906380.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""WBcel235.76""",32.0,,29970253.0,1462054238.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.0.0,4.0.0,,2016-04-30 22:12:18.087926,60367.0,98.0
2016-02-17 20:31:07.702035,slurm_normal,1455742502.0,0,,1.0,main_w2_handler0,2577349,11860868,False,,6101898.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""GRCh38.76""",32.0,,28448520.0,1455741133.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.0.0,4.0.0,,2016-02-17 20:55:10.764725,77408.0,1369.0
2016-02-18 13:13:30.009746,slurm_normal,1455801391.0,0,,1.0,main_w1_handler0,2272540,11867416,False,,6108214.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""hg19""",32.0,,28450928.0,1455801237.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.0.0,4.0.0,,2016-02-18 13:16:38.189512,10209.0,154.0
2016-02-18 14:03:31.499034,slurm_normal,1455805042.0,0,,1.0,main_w1_handler2,2272540,11868116,False,,6108862.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""GRCh37.74""",32.0,,28450928.0,1455804237.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.0.0,4.0.0,,2016-02-18 14:17:39.085984,10209.0,805.0
2016-02-18 14:14:15.497178,reserved,1455805262.0,0,,1.0,main_w2_handler1,2604214,11868310,False,,6108987.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""AgamP3.22""",32.0,,28457475.0,1455804889.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.0.0,4.0.0,,2016-02-18 14:21:15.597383,5254.0,373.0
2016-02-19 07:16:51.044417,slurm_normal,1455866453.0,0,,1.0,main_w1_handler2,2604268,11875294,False,,6115578.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""hg19""",32.0,,28481051.0,1455866244.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.0.0,4.0.0,,2016-02-19 07:20:56.649680,39232.0,209.0
2016-02-19 08:14:46.474886,slurm_normal,1455870288.0,0,,1.0,main_w2_handler0,2604268,11875430,False,,6115746.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""GRCh37.74""",32.0,,28476412.0,1455869721.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.0.0,4.0.0,,2016-02-19 08:24:58.278131,39232.0,567.0
2016-02-19 23:52:37.459375,slurm_normal,1455926159.0,0,,1.0,main_w2_handler1,2605991,11882314,False,,6122017.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""hg19""",32.0,,27556781.0,1455925988.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.0.0,4.0.0,,2016-02-19 23:56:04.897949,77122.0,171.0
2016-02-20 16:17:57.194494,slurm_normal,1455985606.0,0,,1.0,main_w2_handler0,2606747,11884864,False,,6124489.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""GRCh37.74""",32.0,,28519458.0,1455985103.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.0.0,4.0.0,,2016-02-20 16:26:53.318871,,503.0
2016-02-21 07:19:17.609660,slurm_normal,1456039882.0,0,,1.0,main_w2_handler0,2606747,11887747,False,,6126952.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""GRCh37.74""",32.0,,28519581.0,1456039196.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.0.0,4.0.0,,2016-02-21 07:31:29.903628,79035.0,686.0
2016-02-24 11:40:22.516885,slurm_normal,1456314711.0,0,,1.0,main_w1_handler1,2610087,11924930,False,,6156643.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""GRCh37.74""",32.0,,28559844.0,1456314102.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.0.0,4.0.0,,2016-02-24 11:52:04.306892,48072.0,609.0
2016-02-26 00:19:48.908441,slurm_normal,1456446575.0,0,,1.0,main_w1_handler1,2612476,11946477,False,,6177412.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""GRCh37.74""",32.0,,28618044.0,1456446024.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.0.0,4.0.0,,2016-02-26 00:29:45.043998,79310.0,551.0
