chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,gene_annotation_model,gene_annotation_model_filetype,handler,history_id,id,imported,info,input1,input10,input10_filetype,input11,input11_filetype,input12,input12_filetype,input13,input13_filetype,input14,input14_filetype,input15,input15_filetype,input16,input16_filetype,input17,input17_filetype,input18,input18_filetype,input19,input19_filetype,input1_filetype,input2,input20,input20_filetype,input21,input21_filetype,input22,input22_filetype,input23,input23_filetype,input24,input24_filetype,input25,input25_filetype,input26,input26_filetype,input27,input27_filetype,input28,input28_filetype,input29,input29_filetype,input2_filetype,input3,input30,input30_filetype,input31,input31_filetype,input32,input32_filetype,input33,input33_filetype,input34,input34_filetype,input35,input35_filetype,input36,input36_filetype,input37,input37_filetype,input38,input38_filetype,input39,input39_filetype,input3_filetype,input4,input40,input40_filetype,input41,input41_filetype,input42,input42_filetype,input43,input43_filetype,input44,input44_filetype,input45,input45_filetype,input46,input46_filetype,input47,input47_filetype,input48,input48_filetype,input49,input49_filetype,input4_filetype,input5,input50,input50_filetype,input5_filetype,input6,input6_filetype,input7,input7_filetype,input8,input8_filetype,input9,input9_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,ownFile,ownFile_filetype,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.params.__current_case__,parameters.params.anchor_length,parameters.params.bowtie2_settings.__current_case__,parameters.params.bowtie2_settings.b2_settings,parameters.params.bowtie2_settings.preset.__current_case__,parameters.params.bowtie2_settings.preset.b2_preset,parameters.params.bowtie2_settings.preset.b2_preset_select,parameters.params.bowtie_n,parameters.params.coverage_search.__current_case__,parameters.params.coverage_search.max_coverage_intron,parameters.params.coverage_search.min_coverage_intron,parameters.params.coverage_search.use_search,parameters.params.fusion_search.__current_case__,parameters.params.fusion_search.anchor_len,parameters.params.fusion_search.do_search,parameters.params.fusion_search.ignore_chromosomes,parameters.params.fusion_search.min_dist,parameters.params.fusion_search.multipairs,parameters.params.fusion_search.multireads,parameters.params.fusion_search.read_mismatches,parameters.params.indel_search.__current_case__,parameters.params.indel_search.allow_indel_search,parameters.params.indel_search.max_deletion_length,parameters.params.indel_search.max_insertion_length,parameters.params.library_type,parameters.params.max_intron_length,parameters.params.max_multihits,parameters.params.max_segment_intron,parameters.params.microexon_search,parameters.params.min_intron_length,parameters.params.min_segment_intron,parameters.params.own_junctions.__current_case__,parameters.params.own_junctions.gene_model_ann.__current_case__,parameters.params.own_junctions.gene_model_ann.gene_annotation_model,parameters.params.own_junctions.gene_model_ann.gene_annotation_model.values,parameters.params.own_junctions.gene_model_ann.use_annotations,parameters.params.own_junctions.no_novel_juncs,parameters.params.own_junctions.raw_juncs.__current_case__,parameters.params.own_junctions.raw_juncs.raw_juncs,parameters.params.own_junctions.raw_juncs.use_juncs,parameters.params.own_junctions.use_junctions,parameters.params.read_edit_dist,parameters.params.read_mismatches,parameters.params.read_realign_edit_dist,parameters.params.seg_length,parameters.params.seg_mismatches,parameters.params.settingsType,parameters.params.splice_mismatches,parameters.readGroup.__current_case__,parameters.readGroup.rgid,parameters.readGroup.rglb,parameters.readGroup.rgpl,parameters.readGroup.rgsm,parameters.readGroup.specReadGroup,parameters.refGenomeSource.__current_case__,parameters.refGenomeSource.genomeSource,parameters.refGenomeSource.index,parameters.refGenomeSource.index.__class__,parameters.refGenomeSource.index.value,parameters.refGenomeSource.ownFile,parameters.refGenomeSource.ownFile.values,parameters.singlePaired.__current_case__,parameters.singlePaired.input,parameters.singlePaired.input.values,parameters.singlePaired.input1,parameters.singlePaired.input1.values,parameters.singlePaired.input2,parameters.singlePaired.input2.values,parameters.singlePaired.mate_inner_distance,parameters.singlePaired.mate_std_dev,parameters.singlePaired.report_discordant_pairs,parameters.singlePaired.sPaired,params|own_junctions|gene_annotation_model,params|own_junctions|gene_annotation_model_filetype,processor_count,raw_juncs,raw_juncs_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-04-12 13:25:41.755836,slurm_multi,1428912248.0,0,6.0,,,main_w2_handler2,2267110,9207341,False,,12186042834,,,,,,,,,,,,,,,,,,,,,fastqsanger,12186042834.0,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3489607,slurm,,132112168.0,corral-repl,,,,,,,"""650ffacae11711e4af1e005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,0,indexed,,UnvalidatedValue,hg19,,,1,,,19248261.0,,19248260.0,,110,20,Yes,paired,,,32.0,,,,22394500.0,1428845162.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-04-13 08:04:27.240651,62211.0,67086.0
,,2015-04-13 07:42:00.101142,slurm_multi,1428912483.0,0,6.0,,,main_w2_handler2,2263650,9213630,False,,467656564,,,,,,,,,,,,,,,,,,,,,fastqsanger,467656564.0,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3495491,slurm,,132112168.0,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,0,indexed,hg19,,,,,1,,,19223350.0,,19223352.0,,300,20,Yes,paired,,,32.0,,,,22369799.0,1428910940.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-04-13 08:08:17.434262,62148.0,1543.0
,,2015-05-07 19:46:03.690378,slurm_multi_dynamic_walltime,1431035247.0,0,6.0,,,main_w2_handler2,2281466,9425437,False,,9928398970,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3753656,slurm,,132112168.0,corral-repl,,,,0.0,no,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,0,indexed,mm10,,,,,0,,,19588015.0,,,,,,,single,,,32.0,,,,22696390.0,1431027985.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-05-07 21:47:30.148530,62770.0,7262.0
,,2015-04-13 08:04:34.693207,slurm_multi,1428912861.0,0,6.0,,,main_w2_handler2,2268161,9213724,False,,6218201,,,,,,,,,,,,,,,,,,,,,fastqsanger,6218201.0,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3495608,slurm,,132112168.0,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,0,indexed,hg19,,,,,1,,,19257716.0,,19257721.0,,110,20,Yes,paired,,,32.0,,,,22285757.0,1428912306.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-04-13 08:14:32.637192,62015.0,555.0
,,2015-05-07 19:46:25.373560,slurm_multi_dynamic_walltime,1431035100.0,0,6.0,,,main_w2_handler2,2281466,9425439,False,,9980035041,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3753658,slurm,,132112168.0,corral-repl,,,,0.0,no,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,0,indexed,mm10,,,,,0,,,19588012.0,,,,,,,single,,,32.0,,,,22696390.0,1431028008.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-05-07 21:45:04.794678,62770.0,7092.0
,,2015-05-08 22:18:55.046281,slurm_multi_dynamic_walltime,1431124277.0,0,6.0,,,main_w2_handler2,2295970,9432762,False,,8202597,,,,,,,,,,,,,,,,,,,,,fastqsanger,8202597.0,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3759733,slurm,,132112168.0,corral-repl,,,,0.0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,0,indexed,hg19female,,,,,1,,,19611837.0,,19611904.0,,110,20,Yes,paired,,,32.0,,,,22973771.0,1431123559.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-05-08 22:31:23.136581,63213.0,718.0
,,2015-04-13 04:36:21.886215,slurm_multi,1428913560.0,0,6.0,,,main_w2_handler2,2268096,9212026,False,,2806335136,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3494903,slurm,,132112168.0,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,0,indexed,hg19,,,,,0,,,19257195.0,,,,,,,single,,,32.0,,,,22285263.0,1428904799.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-04-13 08:26:08.865187,46798.0,8761.0
,,2015-04-12 12:42:01.025191,slurm_multi,1428913510.0,0,6.0,,,main_w2_handler2,2266898,9207196,False,,12186042834,,,,,,,,,,,,,,,,,,,,,fastqsanger,12186042834.0,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3489424,slurm,,132112168.0,corral-repl,,,,,,,"""4a618f64e11111e4874a005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,0,indexed,,UnvalidatedValue,hg19,,,1,,,19247611.0,,19247610.0,,110,20,Yes,paired,,,32.0,,,,22275562.0,1428842540.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-04-13 08:25:25.411811,61994.0,70970.0
,,2015-05-07 22:40:07.575035,slurm_multi_dynamic_walltime,1431040897.0,0,6.0,,,main_w2_handler2,2297920,9426623,False,,593297690,,,,,,,,,,,,,,,,,,,,,fastqsanger,593297690.0,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3754729,slurm,,132112168.0,corral-repl,,,,0.0,no,,"""00c61fb6f50a11e4bbb9005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",1,8,0.0,No,,,,No,1.0,,,No,0.0,,No,,,,,,0.0,No,,,fr-unstranded,500000,20,500000,No,70,50,1.0,,,,,,,,,No,2,2,1000,25,2,full,0,1,,,,,no,0,indexed,mm9,,,,,1,,,19633658.0,,19633660.0,,300,20,Yes,paired,,,32.0,,,,22847374.0,1431038973.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-05-07 23:21:44.798527,8522.0,1924.0
,,2015-05-08 00:28:31.125388,slurm_multi_dynamic_walltime,1431047343.0,0,6.0,,,main_w2_handler2,2297962,9426944,False,,532838124,,,,,,,,,,,,,,,,,,,,,fastqsanger,532838124.0,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3755103,slurm,,132112168.0,corral-repl,,,,0.0,no,,"""260207d6f51911e48e53005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",1,8,0.0,No,,,,No,1.0,,,No,0.0,,No,,,,,,0.0,No,,,fr-unstranded,500000,20,500000,No,70,50,1.0,,,,,,,,,No,2,2,1000,25,2,full,0,1,,,,,no,0,indexed,mm9,,,,,1,,,19634089.0,,19634090.0,,300,20,Yes,paired,,,32.0,,,,22847374.0,1431045434.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-05-08 01:09:10.571754,8522.0,1909.0
,,2015-04-13 01:02:47.321136,slurm_multi,1428915179.0,0,6.0,,,main_w2_handler2,1441080,9210990,False,,1507596481,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3495522,slurm,,132112168.0,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,0,indexed,mm10,,,,,0,,,19244274.0,,,,,,,single,,,32.0,,,,22397851.0,1428911433.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-04-13 08:53:08.522459,34641.0,3746.0
,,2015-04-13 01:02:41.407054,slurm_multi,1428913714.0,0,6.0,,,main_w2_handler2,1441080,9210988,False,,2603499499,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3495135,slurm,,132112168.0,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,0,indexed,mm10,,,,,0,,,19244272.0,,,,,,,single,,,32.0,,,,22397851.0,1428907191.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-04-13 08:28:48.157701,34641.0,6523.0
,,2015-05-08 02:15:02.679540,slurm_multi_dynamic_walltime,1431052046.0,0,6.0,,,main_w2_handler2,2297952,9427738,False,,8202597,,,,,,,,,,,,,,,,,,,,,fastqsanger,8202597.0,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3755703,slurm,,132112168.0,corral-repl,,,,0.0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,0,indexed,papHam1,,,,,1,,,19634966.0,,19635007.0,,110,20,Yes,paired,,,32.0,,,,22951655.0,1431051328.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-05-08 02:28:24.659819,63066.0,718.0
,,2015-04-13 08:03:49.263504,slurm_multi,1428915476.0,0,6.0,,,main_w2_handler2,2245794,9213719,False,,2628345018,,,,,,,,,,,,,,,,,,,,,fastqsanger,2628345018.0,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3495602,slurm,,132112168.0,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",1,8,0.0,No,,,,No,1.0,,,No,0.0,,No,,,,,,1.0,Yes,3,3,fr-unstranded,500000,20,500000,No,70,50,1.0,,,,,,,,,No,2,2,1000,25,2,full,0,1,,,,,no,0,indexed,Arabidopsis_thaliana_TAIR10,,,,,1,,,19054305.0,,19054429.0,,270,20,Yes,paired,,,32.0,,,,22110188.0,1428912253.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-04-13 08:58:08.570859,61278.0,3223.0
,,2015-05-08 02:06:46.540796,slurm_multi_dynamic_walltime,1431060118.0,0,6.0,,,main_w2_handler2,2296192,9427618,False,,8042709673,,,,,,,,,,,,,,,,,,,,,fastqsanger,8042709673.0,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3755600,slurm,,132112168.0,corral-repl,,,,0.0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,0,indexed,dm3,,,,,1,,,19619037.0,,19619141.0,,110,20,Yes,paired,,,32.0,,,,22952684.0,1431050826.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-05-08 04:42:02.617986,62666.0,9292.0
,,2015-04-13 07:10:01.341047,slurm_multi,1428916311.0,0,6.0,,,main_w2_handler2,2248574,9213385,False,,2752543576,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3495294,slurm,,132112168.0,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,0,indexed,hg38,,,,,0,,,19261196.0,,,,,,,single,,,32.0,,,,22413527.0,1428909017.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-04-13 09:12:01.811976,38221.0,7294.0
,,2015-04-13 07:10:19.135123,slurm_multi,1428916529.0,0,6.0,,,main_w2_handler2,2248574,9213388,False,,3196348584,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3495297,slurm,,132112168.0,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,0,indexed,hg38,,,,,0,,,19261197.0,,,,,,,single,,,32.0,,,,22413527.0,1428909041.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-04-13 09:15:40.411624,38221.0,7488.0
,,2015-04-13 04:37:24.097751,slurm_multi,1428917023.0,0,6.0,,,main_w2_handler2,2268096,9212031,False,,2737361502,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3495220,slurm,,132112168.0,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,0,indexed,hg19,,,,,0,,,19257198.0,,,,,,,single,,,32.0,,,,22285263.0,1428908433.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-04-13 09:23:52.600884,46798.0,8590.0
,,2015-04-13 07:08:25.421683,slurm_multi,1428918779.0,0,6.0,,,main_w2_handler2,2268197,9213369,False,,2775098578,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3495275,slurm,,132112168.0,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,0,indexed,dm3,,,,,0,,,19260725.0,,,,,,,single,,,32.0,,,,21958727.0,1428908923.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-04-13 09:53:04.145387,50960.0,9856.0
,,2015-04-13 01:02:58.413333,slurm_multi,1428919470.0,0,6.0,,,main_w2_handler2,1441080,9210992,False,,1687432638,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3496084,slurm,,132112168.0,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,0,indexed,mm10,,,,,0,,,19244278.0,,,,,,,single,,,32.0,,,,22397851.0,1428915195.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-04-13 10:04:39.086669,34641.0,4275.0
,,2015-05-06 20:41:58.048036,pulsar_stampede_normal,1431089858.0,0,16.0,,,main_w2_handler2,2287598,9415248,False,,12615104197,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9415248,amqp_pulsar_stampede,,32815324.0,corral-repl,,,,1.0,yes,pulsar_stampede_normal,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,0,indexed,hg38,,,,,0,,,19593398.0,,,,,,,single,,,16.0,,,,22898274.0,1431034969.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-05-08 13:00:36.454236,59189.0,54889.0
,,2015-04-13 01:02:53.304621,slurm_multi,1428920053.0,0,6.0,,,main_w2_handler2,1441080,9210991,False,,2612905865,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3495800,slurm,,132112168.0,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,0,indexed,mm10,,,,,0,,,19244277.0,,,,,,,single,,,32.0,,,,22397851.0,1428913744.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-04-13 10:14:22.314183,34641.0,6309.0
,,2015-04-13 09:27:17.974856,slurm_multi,1428920521.0,0,6.0,,,main_w2_handler2,2245794,9214315,False,,2629366071,,,,,,,,,,,,,,,,,,,,,fastqsanger,2629366071.0,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3496312,slurm,,132112168.0,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,0,indexed,Arabidopsis_thaliana_TAIR10,,,,,1,,,19067701.0,,19068733.0,,300,20,Yes,paired,,,32.0,,,,22110188.0,1428917263.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-04-13 10:22:09.060617,61278.0,3258.0
,,2015-04-13 04:38:10.358110,slurm_multi,1428921170.0,0,6.0,,,main_w2_handler2,2268096,9212033,False,,2606519954,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3495766,slurm,,132112168.0,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,0,indexed,hg19,,,,,0,,,19257199.0,,,,,,,single,,,32.0,,,,22285263.0,1428913576.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-04-13 10:32:55.524771,46798.0,7594.0
,,2015-05-08 14:01:44.436944,slurm_multi_dynamic_walltime,1431094517.0,0,6.0,,,main_w2_handler2,2246042,9430052,False,,748753074,,,,,,,,,,,,,,,,,,,,,fastqsanger,748753074.0,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3757660,slurm,,132112168.0,corral-repl,,,,0.0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,8,1.0,Yes,0.0,Yes,sensitive,Yes,1.0,,,No,0.0,,No,,,,,,0.0,No,,,fr-unstranded,500000,20,500000,No,70,50,1.0,,,,,,,,,No,2,2,1000,25,2,full,0,1,,,,,no,0,indexed,mm10,,,,,1,,,19589341.0,,19589365.0,,300,20,Yes,paired,,,32.0,,,,22912361.0,1431093731.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-05-08 14:15:24.286888,38345.0,786.0
,,2015-05-08 22:34:07.197176,slurm_multi_dynamic_walltime,1431125220.0,0,6.0,,,main_w2_handler2,2295970,9432798,False,,6218201,,,,,,,,,,,,,,,,,,,,,fastqsanger,6218201.0,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3759775,slurm,,132112168.0,corral-repl,,,,0.0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,0,indexed,hg19female,,,,,1,,,19611981.0,,19612084.0,,110,20,Yes,paired,,,32.0,,,,22973771.0,1431124466.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-05-08 22:47:06.857061,63213.0,754.0
