chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input_vcf,input_vcf_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.failure_selector,parameters.reference_source.__current_case__,parameters.reference_source.input_vcf.values,parameters.reference_source.ref_file,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,processor_count,ref_file,ref_file_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-10-18 18:17:35.912948,slurm_normal,1476814828.0,1,,1.0,main_w3_handler0,2852793,14111344,False,,21421359,vcf,8325693.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""-x""",0,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d2cf999a814d3f1b'}]",mm10,,cached,32.0,,,,33784022,1476814773.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2016-10-18 18:20:30.740433,47785.0,55.0
,,2016-10-21 00:15:32.636562,slurm_normal,1477009001.0,0,,1.0,main_w4_handler1,2849745,14135762,False,,57775072,vcf,8349904.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""-x""",0,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bba3ea3ae65d6d20'}]",hg19,,cached,32.0,,,,33583268,1477008943.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2016-10-21 00:16:43.224757,91949.0,58.0
,,2017-02-22 11:18:12.209422,slurm_normal,1487762304.0,0,,1.0,main_w4_handler1,3005295,15105719,False,,4257871,vcf,9260740.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""-k""",0,"[{'src': 'hda', 'id': 28459626}]",hg19,,cached,32.0,,,,36216254,1487762296.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-02-22 11:18:26.231335,83750.0,8.0
,,2016-10-23 22:17:08.104461,slurm_normal,1477261110.0,0,,1.0,main_w4_handler0,2839166,14153070,False,,24135890,vcf,8364634.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-x""",0,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59c8bd21a1ef6bbef'}]",hg19,,cached,32.0,,,,33369915,1477261089.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2016-10-23 22:18:32.693676,91348.0,21.0
,,2017-03-20 14:49:14.313200,slurm_normal,1490021479.0,0,,1.0,main_w4_handler1,3038413,15343971,False,,16605689,vcf,9483207.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""-x""",1,"[{'src': 'hda', 'id': 28842085}]",,"[{'src': 'hda', 'id': 28841653}]",history,32.0,152526.0,fasta,,35884217,1490021465.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-03-20 14:54:08.225865,99677.0,14.0
,,2016-10-24 23:54:29.753027,slurm_normal,1477353298.0,0,,1.0,main_w4_handler0,2866060,14163361,False,,1099756,vcf,8375751.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-x""",0,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50adc4c7fa42746be'}]",hg19,,cached,32.0,,,,33549449,1477353293.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2016-10-24 23:55:03.273109,91843.0,5.0
,,2016-10-24 15:59:43.938105,slurm_normal,1477324803.0,1,,1.0,main_w3_handler1,2856225,14159497,False,,120254,vcf,8370707.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/susScr3.len""","""susScr3""","""-x""",0,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f2f945cbcadac579'}]",susScr3,,cached,32.0,,,,33825991,1477324799.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2016-10-24 16:00:06.410647,92264.0,4.0
,,2016-10-24 16:02:06.543962,slurm_normal,1477324946.0,1,,1.0,main_w3_handler0,2856225,14159506,False,,120257,vcf,8370717.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/susScr3.len""","""susScr3""","""-x""",0,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5eef81fd1dd1598fe'}]",susScr3,,cached,32.0,,,,33825991,1477324942.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2016-10-24 16:02:29.091417,92264.0,4.0
,,2016-10-24 20:20:46.007753,slurm_normal,1477340474.0,1,,1.0,main_w3_handler1,2856225,14161790,False,,19655,vcf,8374193.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/susScr3.len""","""susScr3""","""-x""",0,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c1e52347c6850c2e'}]",susScr3,,cached,32.0,,,,33716310,1477340457.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2016-10-24 20:21:16.860398,92264.0,17.0
,,2016-10-24 20:34:46.135506,slurm_normal,1477341398.0,0,,1.0,main_w3_handler0,2856225,14161888,False,,16918,vcf,8374294.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/susScr3.len""","""susScr3""","""-x""",0,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52efb6350ee0ff342'}]",susScr3,,cached,32.0,,,,33716310,1477341295.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2016-10-24 20:36:40.662446,92264.0,103.0
,,2016-10-26 13:22:23.445741,slurm_normal,1477489628.0,0,,1.0,main_w4_handler1,2869796,14180445,False,,7572857398,vcf,8392985.roundup,slurm,,132112168.0,corral-repl,,"""395f42a49b7f11e6b1e9005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-x""",1,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5dede6cbc8c76aa99'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5949e339881992c12'}]",history,32.0,3199905909.0,fasta,,33625484,1477488157.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2016-10-26 13:47:15.288469,90461.0,1471.0
,,2016-10-26 13:22:20.576586,slurm_normal,1477489708.0,0,,1.0,main_w3_handler1,2849370,14180440,False,,7572857398,vcf,8392986.roundup,slurm,,132112168.0,corral-repl,,"""391a822c9b7f11e69693005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-x""",1,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5dede6cbc8c76aa99'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5949e339881992c12'}]",history,32.0,3199905909.0,fasta,,33625484,1477488160.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2016-10-26 13:48:31.680883,90461.0,1548.0
,,2016-10-27 19:05:06.449744,slurm_normal,1477595211.0,1,,1.0,main_w3_handler0,2818933,14193729,False,,62321,vcf,8405970.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""-k""",0,"[{'src': 'hda', 'id': 'bbd44e69cb8906b543e9bc183f4ead63'}]",hg19,,cached,32.0,,,,32934458,1477595120.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2016-10-27 19:06:52.788960,,91.0
,,2016-10-05 09:46:49.516089,slurm_normal,1475660935.0,127,,1.0,main_w4_handler0,2834793,14011236,False,,305986,vcf,8229678.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-x""",1,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ff4f0a74e630d133'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b586a4a466d481249d'}]",history,32.0,45517599660.0,fasta,,33471756,1475660926.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2016-10-05 09:48:57.731294,90340.0,9.0
,,2016-10-06 15:50:47.571722,slurm_normal,1475769290.0,1,,1.0,main_w4_handler1,2844911,14021592,False,,2466931170,vcf,8239534.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-x""",0,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59ef0efc441d5c192'}]",hg19,,cached,32.0,,,,33496886,1475769108.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2016-10-06 15:54:54.603055,,182.0
,,2017-01-12 14:30:25.991226,slurm_normal,1484231470.0,1,,1.0,main_w3_handler0,2604650,14749382,False,,532736966,vcf,8914046.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-x""",0,"[{'src': 'hda', 'id': 27900362}]",hg19,,cached,32.0,,,,35336853,1484231463.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-01-12 14:31:13.534669,56412.0,7.0
,,2016-10-09 16:11:09.382347,slurm_normal,1476029516.0,0,,1.0,main_w4_handler1,2844484,14039549,False,,101009,vcf,8256923.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""-x""",0,"[{'src': 'hda', 'id': 'bbd44e69cb8906b525ad66744b998a8f'}]",hg19,,cached,32.0,,,,33491373,1476029503.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2016-10-09 16:12:00.032338,91690.0,13.0
,,2016-11-06 10:03:56.244661,slurm_normal,1478429905.0,0,,1.0,main_w4_handler0,2665386,14263303,False,,12386879506,vcf,8471812.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","""-x""",1,"[{'src': 'hda', 'id': 'bbd44e69cb8906b574e8bc64f110fc3d'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5051deac2efde8815'}]",history,32.0,121183059.0,fasta,,34094212,1478426644.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2016-11-06 10:58:28.752081,80775.0,3261.0
,,2016-11-07 00:29:13.523409,slurm_normal,1478478565.0,0,,1.0,main_w4_handler1,2883085,14267801,False,,381596,vcf,8476321.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-x""",0,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b026f1e4192cf9bd'}]",hg19,,cached,32.0,,,,34097425,1478478559.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2016-11-07 00:29:28.190028,93212.0,6.0
,,2016-11-08 19:27:42.668716,slurm_normal,1478637375.0,0,,1.0,main_w4_handler1,2876260,14288036,False,,226086,vcf,8495911.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-x""",0,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e96fc6cfd56e9f17'}]",hg19,,cached,32.0,,,,34007988,1478637367.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2016-11-08 20:36:26.465776,92427.0,8.0
,,2016-11-09 01:23:10.231548,slurm_normal,1478654649.0,0,,1.0,main_w3_handler0,2196193,14291156,False,,118334751,vcf,8499544.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""","""-x""",0,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5987e5cacdeca8909'}]",hg_g1k_v37,,cached,32.0,,,,34131620,1478654601.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2016-11-09 01:24:10.869186,37892.0,48.0
,,2016-11-09 07:01:26.029299,slurm_normal,1478674977.0,0,,1.0,main_w4_handler0,2867777,14292294,False,,178905911,vcf,8500689.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-x""",0,"[{'src': 'hda', 'id': 'bbd44e69cb8906b564837f571d8af456'}]",hg19,,cached,32.0,,,,34157586,1478674906.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2016-11-09 07:02:59.750601,91773.0,71.0
,,2016-11-09 09:24:35.005308,slurm_normal,1478684644.0,0,,1.0,main_w3_handler0,2887270,14293176,False,,7572857398,vcf,8501532.roundup,slurm,,132112168.0,corral-repl,,"""53b77b0aa65e11e6accc005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-x""",1,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50c884f6219f8e1c4'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57de2a401f5362a33'}]",history,32.0,3199905909.0,fasta,,34138144,1478683485.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2016-11-09 09:44:07.285695,90461.0,1159.0
,,2017-03-07 23:48:08.729790,slurm_normal,1488930522.0,1,,1.0,main_w3_handler0,3015884,15237093,False,,21750,vcf,9385391.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-x""",0,"[{'src': 'hda', 'id': 28668860}]",hg19,,cached,32.0,,,,36376555,1488930493.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-03-07 23:48:47.772180,101169.0,29.0
,,2016-11-15 19:59:14.837993,slurm_normal,1479240327.0,1,,1.0,main_w3_handler1,2394964,14347957,False,,355973,vcf,8554042.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Saccharomyces_cerevisiae_S288C_SGD2010.len""","""Saccharomyces_cerevisiae_S288C_SGD2010""","""-x""",1,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5dbb2bdfbd74c8fc7'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e8c85e3b976b17bd'}]",history,32.0,12361395.0,fasta,,34247339,1479239985.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2016-11-15 20:05:31.548825,59349.0,342.0
,,2016-11-16 14:34:07.807684,slurm_normal,1479307103.0,0,,1.0,main_w3_handler0,2896119,14355679,False,,65404303,vcf,8561425.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""-x""",1,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57b8fba2afb2196e7'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5599e11f9ee4d8c1f'}]",history,32.0,29436600.0,fasta,,34278730,1479306908.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2016-11-16 14:38:27.741907,94820.0,195.0
,,2016-11-20 11:49:11.201809,slurm_normal,1479642602.0,0,,1.0,main_w3_handler1,2902076,14389652,False,,1162053,vcf,8595330.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""-x""",0,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5678a3555f8c8bdeb'}]",hg18,,cached,32.0,,,,34361375,1479642582.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2016-11-20 11:50:03.528931,95367.0,20.0
,,2016-11-22 16:57:27.118120,slurm_normal,1479834137.0,1,,1.0,main_w3_handler0,2841840,14406944,False,,343969736,vcf,8611591.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""-x""",0,"[{'src': 'hda', 'id': 26706418}]",mm10,,cached,32.0,,,,33794160,1479834033.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2016-11-22 17:02:25.116523,77250.0,104.0
,,2016-11-21 09:10:29.745674,slurm_normal,1479719486.0,1,,1.0,main_w3_handler1,2902843,14395905,False,,2446517,vcf,8601059.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""-x""",0,"[{'src': 'hda', 'id': 'bbd44e69cb8906b524477e757200b5aa'}]",hg38,,cached,32.0,,,,34371713,1479719439.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2016-11-21 09:11:28.381669,,47.0
,,2016-11-25 11:25:55.831096,slurm_normal,1480073171.0,1,,1.0,main_w4_handler1,2812031,14429892,False,,275478892,vcf,8631384.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""-x""",0,"[{'src': 'hda', 'id': 27399155}]",hg38,,cached,32.0,,,,34462740,1480073167.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2016-11-25 11:26:13.484745,79294.0,4.0
,,2016-11-25 12:52:58.855313,slurm_normal,1480078477.0,0,,1.0,main_w4_handler0,2896119,14430598,False,,65404303,vcf,8631958.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""-x""",1,"[{'src': 'hda', 'id': 27283268}]",,"[{'src': 'hda', 'id': 27285357}]",history,32.0,29436600.0,fasta,,34372788,1480078404.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2016-11-25 12:54:39.789539,94820.0,73.0
,,2016-11-25 12:59:53.294998,slurm_normal,1480078821.0,0,,1.0,main_w4_handler1,2896119,14430658,False,,65404303,vcf,8632017.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""-k""",1,"[{'src': 'hda', 'id': 27283268}]",,"[{'src': 'hda', 'id': 27285357}]",history,32.0,29436600.0,fasta,,34372788,1480078803.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2016-11-25 13:00:24.002205,94820.0,18.0
,,2017-06-19 09:00:54.978941,slurm_normal,1497862876.0,0,,1.0,main_w4_handler0,3063235,16130220,False,,346926,vcf,10210451.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""-x""",0,"[{'src': 'hda', 'id': 30076921}]",hg19,,cached,32.0,,,,38772260,1497862871.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-06-19 09:01:17.481567,97187.0,5.0
,,2017-03-22 08:26:14.721671,slurm_normal,1490171181.0,0,,1.0,main_w3_handler1,3040004,15362769,False,,95159,vcf,9501776.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""-x""",1,"[{'src': 'hda', 'id': 28873114}]",,"[{'src': 'hda', 'id': 28861067}]",history,32.0,3113.0,fasta,,36770820,1490171177.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-03-22 08:26:23.918880,102446.0,4.0
,,2017-06-19 08:59:30.909087,slurm_normal,1497862792.0,0,,1.0,main_w3_handler0,3063235,16130213,False,,351627,vcf,10210440.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-x""",0,"[{'src': 'hda', 'id': 30076923}]",hg19,,cached,32.0,,,,38772260,1497862786.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-06-19 08:59:55.140514,97187.0,6.0
,,2016-12-02 21:28:35.552424,slurm_normal,1480714709.0,1,,1.0,main_w3_handler0,2914683,14475915,False,,413312,vcf,8669087.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""-x""",0,"[{'src': 'hda', 'id': 27478900}]",Araly1,,cached,32.0,,,,34613861,1480714697.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2016-12-02 21:38:51.529200,96204.0,12.0
,,2017-03-22 15:58:29.709028,slurm_normal,1490198318.0,1,,1.0,main_w3_handler1,2975297,15367614,False,,23724181,tabular,9506257.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""-k""",0,"[{'src': 'hda', 'id': 28204568}]",Homo_sapiens_nuHg19_mtrCRS,,cached,32.0,,,,36779014,1490198313.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-03-22 15:58:43.025939,78863.0,5.0
,,2017-04-07 13:27:57.879802,slurm_normal,1491571842.0,0,,1.0,main_w3_handler0,3062596,15520070,False,,391230366,vcf,9646765.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""-x""",1,"[{'src': 'hda', 'id': 29116938}]",,"[{'src': 'hda', 'id': 29108951}]",history,32.0,6803423.0,fasta,,37169824,1491571703.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-04-07 13:30:46.552511,39464.0,139.0
,,2016-12-11 17:37:31.540904,slurm_normal,1481477867.0,0,,1.0,main_w4_handler0,2925866,14543236,False,,450447,bed,8725747.roundup,slurm,,132111800.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-x""",0,"[{'src': 'hda', 'id': 27580552}]",hg19,,cached,32.0,,,,34785072,1481477859.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2016-12-11 17:37:47.917173,93212.0,8.0
,,2017-03-12 20:35:24.389545,slurm_normal,1489350945.0,0,,1.0,main_w4_handler1,3028606,15275937,False,,4766512,vcf,9420813.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-x""",0,"[{'src': 'hda', 'id': 28728163}]",hg19,,cached,32.0,,,,36581532,1489350929.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-03-12 20:36:48.535106,,16.0
,,2016-12-11 18:01:18.792122,slurm_normal,1481479292.0,1,,1.0,main_w3_handler0,2926272,14543339,False,,166610078,vcf,8725792.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-x""",0,"[{'src': 'hda', 'id': 27584219}]",hg_g1k_v37,,cached,32.0,,,,34791042,1481479286.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2016-12-11 18:01:33.709730,,6.0
,,2016-12-11 20:10:03.289018,slurm_normal,1481487014.0,1,,1.0,main_w4_handler1,2926272,14543789,False,,166610064,vcf,8726184.roundup,slurm,,132111800.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-x""",0,"[{'src': 'hda', 'id': 27584827}]",hg_g1k_v37,,cached,32.0,,,,34791042,1481487007.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2016-12-11 20:10:15.183229,,7.0
,,2016-12-12 07:39:40.261910,slurm_normal,1481528402.0,1,,1.0,main_w4_handler0,2925565,14546416,False,,688298461,vcf,8728617.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""-x""",1,"[{'src': 'hda', 'id': 27574841}]",,"[{'src': 'hda', 'id': 27577162}]",history,32.0,234308269.0,fasta,,34798603,1481528390.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2016-12-12 07:40:04.163593,96683.0,12.0
,,2016-12-12 07:42:47.606856,slurm_normal,1481528589.0,0,,1.0,main_w3_handler1,2925565,14546433,False,,717,vcf,8728633.roundup,slurm,,132111800.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""-x""",1,"[{'src': 'hda', 'id': 27588705}]",,"[{'src': 'hda', 'id': 27577162}]",history,32.0,234308269.0,fasta,,34798603,1481528577.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2016-12-12 07:43:10.545453,96683.0,12.0
,,2017-03-23 04:51:06.617260,slurm_normal,1490246481.0,0,,1.0,main_w4_handler1,2224013,15372437,False,,1580126,vcf,9510852.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-k""",0,"[{'src': 'hda', 'id': 28885524}]",Homo_sapiens_nuHg19_mtrCRS,,cached,32.0,,,,36776933,1490246466.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-03-23 05:31:22.835873,60399.0,15.0
