chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,inputFile,inputFile_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.coverage_cap,parameters.dbkey,parameters.inputFile,parameters.inputFile.values,parameters.inputFile|__identifier__,parameters.minimum_base_quality,parameters.minimum_mapping_quality,parameters.reference_source.__current_case__,parameters.reference_source.ref_file,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,parameters.validation_stringency,processor_count,ref_file,ref_file_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-02-03 10:30:03.176496,slurm_normal,1486131543.0,0,1.0,main_w3_handler0,2956227,14941995,False,,3175414878,bam,9098611.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/rn6.len""","""250""","""rn6""",,"[{'src': 'hda', 'id': 28001880}]",,"""20""","""20""",0,rn6,,cached,"""LENIENT""",32.0,,,,35780277.0,1486117814.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectWgsMetrics/1.136.0,1.136.0,,2017-02-03 14:19:05.598672,36816,13729.0
,,2017-02-03 18:26:40.224904,slurm_normal,1486147075.0,0,1.0,main_w4_handler0,2956227,14945808,False,,361421943,bam,9103205.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/rn6.len""","""1000""","""rn6""",,"[{'src': 'hda', 'id': 28103668}]",,"""20""","""20""",0,rn6,,cached,"""SILENT""",32.0,,,,34488366.0,1486146404.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectWgsMetrics/1.136.0,1.136.0,,2017-02-03 18:37:58.655747,36816,671.0
,,2017-03-03 15:02:31.580158,slurm_normal,1488553639.0,0,1.0,main_w4_handler0,3009207,15200645,False,,1515822445,bam,9350873.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/oryza_sativa_japonica_nipponbare_IRGSP4.0.len""","""250""","""oryza_sativa_japonica_nipponbare_IRGSP4.0""",,"[{'src': 'hda', 'id': 28604022}]",,"""20""","""20""",0,oryza_sativa_japonica_nipponbare_IRGSP4.0,,cached,"""LENIENT""",32.0,,,,36410322.0,1488553355.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectWgsMetrics/1.136.0,1.136.0,,2017-03-03 15:07:19.948631,98123,284.0
,,2017-04-06 20:57:20.204806,slurm_normal,1491513030.0,0,1.0,main_w3_handler0,2813623,15512486,False,,834722704,bam,9638847.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""250""","""hg38""",,"[{'src': 'hda', 'id': 26403204}]",,"""20""","""20""",0,hg38,,cached,"""LENIENT""",32.0,,,,36371074.0,1491512249.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectWgsMetrics/1.136.0,1.136.0,,2017-04-06 21:10:34.319023,81129,781.0
,,2017-05-01 22:22:10.235688,slurm_normal,1493678148.0,0,1.0,main_w3_handler0,3091261,15719737,False,,499357221,bam,9830691.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""250""","""hg19""",,"[{'src': 'hda', 'id': 29420416}]",,"""20""","""20""",0,hg19,,cached,"""LENIENT""",32.0,,,,37635728.0,1493677334.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectWgsMetrics/1.136.0,1.136.0,,2017-05-01 22:36:22.724160,104814,814.0
,,2017-05-01 21:52:48.096123,slurm_normal,1493676415.0,0,1.0,main_w4_handler1,3089961,15719531,False,,565846689,bam,9830392.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""250""","""hg19""",,"[{'src': 'hda', 'id': 29422848}]",,"""20""","""20""",0,hg19,,cached,"""LENIENT""",32.0,,,,37690721.0,1493675611.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectWgsMetrics/1.136.0,1.136.0,,2017-05-01 22:06:58.379524,104790,804.0
,,2017-05-03 13:53:43.287890,slurm_normal,1493820464.0,0,1.0,main_w3_handler0,3095287,15735397,False,,523909035,bam,9845465.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""250""","""hg19""",,"[{'src': 'hda', 'id': 29442091}]",,"""20""","""20""",0,hg19,,cached,"""LENIENT""",32.0,,,,37635728.0,1493819627.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectWgsMetrics/1.136.0,1.136.0,,2017-05-03 14:07:46.707438,104814,837.0
,,2017-05-03 19:41:44.771613,slurm_normal,1493842553.0,0,1.0,main_w4_handler0,3096930,15739519,False,,523909032,bam,9849291.roundup,slurm,,132112168.0,corral-repl,,"""8675a80a303811e782b6005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""","""250""","""hg19""",,"[{'src': 'hda', 'id': 29456594}]",,"""20""","""20""",0,hg19,,cached,"""LENIENT""",32.0,,,,,1493841783.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectWgsMetrics/1.136.0,1.136.0,,2017-05-03 20:24:20.863595,104814,770.0
,,2017-05-08 11:44:50.242285,slurm_normal,1494244731.0,0,1.0,main_w4_handler1,3090514,15778733,False,,2123871114,bam,9885070.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""250""","""hg_g1k_v37""",,"[{'src': 'hda', 'id': 29485803}]",,"""20""","""20""",0,hg_g1k_v37,,cached,"""LENIENT""",32.0,,,,37829953.0,1494243893.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectWgsMetrics/1.136.0,1.136.0,,2017-05-08 11:58:52.167563,96877,838.0
,,2017-05-15 15:57:10.424688,slurm_normal,1494863873.0,0,1.0,main_w3_handler0,3108794,15839841,False,,176146499,bam,9940775.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/eschColi_K12.len""","""250""","""eschColi_K12""",,"[{'src': 'hda', 'id': 29604075}]",,"""20""","""20""",0,eschColi_K12,,cached,"""LENIENT""",32.0,,,,37096193.0,1494863834.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectWgsMetrics/1.136.0,1.136.0,,2017-05-15 15:57:58.013768,79055,39.0
,,2017-12-13 14:41:14.845489,slurm_normal,1513176109.0,0,1.0,main_w3_handler1,3329671,17797176,False,,143956804,bam,11866389,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""250""","""?""",,"[{'src': 'hda', 'id': 32903768}]",,"""20""","""20""",1,,"[{'src': 'hda', 'id': 32887108}]",history,"""LENIENT""",32.0,4668277.0,fasta,,42078248.0,1513176096.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectWgsMetrics/1.136.0,1.136.0,,2017-12-13 14:41:51.069720,116556,13.0
